LP13-A01 실제 진단 1회. exit1,36840ms. HTTP4003ms timeout. 정상 종료 확인 실패·root 보존, generic 사후진단 미실행.

개별 HTTP 실행 결과(전체 앱 PASS와 별개)
제목 | 수행내용 | 결과(pass/fail)
[http-timing] {"sequence":270,"timelineOrdinal":166,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":271,"timelineOrdinal":167,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":272,"timelineOrdinal":168,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":273,"timelineOrdinal":169,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":274,"timelineOrdinal":170,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":275,"timelineOrdinal":171,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":276,"timelineOrdinal":172,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":277,"timelineOrdinal":173,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":278,"timelineOrdinal":174,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":279,"timelineOrdinal":175,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":280,"timelineOrdinal":176,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":281,"timelineOrdinal":177,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":12,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":282,"timelineOrdinal":178,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":13,"bodyElapsedMs":0,"totalElapsedMs":13,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":283,"timelineOrdinal":179,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":284,"timelineOrdinal":180,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":285,"timelineOrdinal":181,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":286,"timelineOrdinal":182,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":287,"timelineOrdinal":183,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":288,"timelineOrdinal":184,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":289,"timelineOrdinal":185,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":12,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":290,"timelineOrdinal":186,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":291,"timelineOrdinal":187,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":12,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":292,"timelineOrdinal":188,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":293,"timelineOrdinal":189,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":294,"timelineOrdinal":190,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":295,"timelineOrdinal":191,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":296,"timelineOrdinal":192,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":297,"timelineOrdinal":193,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":298,"timelineOrdinal":194,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":299,"timelineOrdinal":195,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":300,"timelineOrdinal":196,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":301,"timelineOrdinal":197,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":302,"timelineOrdinal":198,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":303,"timelineOrdinal":199,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":13,"bodyElapsedMs":0,"totalElapsedMs":13,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":304,"timelineOrdinal":200,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":305,"timelineOrdinal":201,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":306,"timelineOrdinal":202,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":307,"timelineOrdinal":203,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":308,"timelineOrdinal":204,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":309,"timelineOrdinal":205,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":310,"timelineOrdinal":206,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":311,"timelineOrdinal":207,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":312,"timelineOrdinal":208,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":10,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":313,"timelineOrdinal":209,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":314,"timelineOrdinal":210,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":315,"timelineOrdinal":211,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":11,"bodyElapsedMs":0,"totalElapsedMs":12,"bytes":83395,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":316,"timelineOrdinal":212,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":10,"bodyElapsedMs":0,"totalElapsedMs":11,"bytes":1733,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":317,"timelineOrdinal":213,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84623,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":318,"timelineOrdinal":214,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":319,"timelineOrdinal":215,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[overlapping-sources] {"temporalOnly":true,"viewBasis":"timeline-mapping-slices","segmentCount":2,"startNs":"7650000000","endNs":"9150000000","unknownCount":0,"rows":[{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"8100000000","endPts":"8333333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8333333333","endPts":"8366666666","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8366666666","endPts":"8400000000","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8400000000","endPts":"8433333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8433333333","endPts":"8466666666","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8466666666","endPts":"8500000000","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8500000000","endPts":"8533333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8533333333","endPts":"8600000000","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8600000000","endPts":"8633333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8633333333","endPts":"8933333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8933333333","endPts":"8966666666","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"8966666666","endPts":"9033333333","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"9033333333","endPts":"9066666666","catalogState":"finalized","playable":true},{"idHash":"be4c6191c298ab447f5bd15d275ade1b174bc6056efb3ab72b400098750fd40e","startPts":"9066666666","endPts":"9266666666","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"7633333333","endPts":"7733333333","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"7733333333","endPts":"7766666666","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"7766666666","endPts":"7800000000","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"7800000000","endPts":"7833333333","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"7833333333","endPts":"8066666666","catalogState":"finalized","playable":true},{"idHash":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","startPts":"8066666666","endPts":"8100000000","catalogState":"finalized","playable":true}]}
[http-timing] {"sequence":320,"timelineOrdinal":216,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84623,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":321,"timelineOrdinal":217,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":322,"timelineOrdinal":218,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":323,"timelineOrdinal":219,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84623,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":324,"timelineOrdinal":220,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":325,"timelineOrdinal":221,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":326,"timelineOrdinal":222,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":374,"bodyElapsedMs":0,"totalElapsedMs":374,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":327,"timelineOrdinal":223,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":820,"bodyElapsedMs":0,"totalElapsedMs":820,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":328,"timelineOrdinal":224,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1556,"bodyElapsedMs":0,"totalElapsedMs":1556,"bytes":33045,"phase":"complete","outcome":"ok"}
[timeline-state] {"reason":"ok","rowCount":1,"jobCount":1,"outputCount":0,"referenceMatches":true,"truncated":false,"rows":[{"jobState":"intent","completeness":"unknown","catalogState":"absent","playable":false,"request":{"timeBasis":"media-pts-ms","startTimeMs":"8400","endTimeMs":"8400","preMs":"750","postMs":"750"}}]}
[http-timing] {"sequence":329,"timelineOrdinal":225,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":330,"timelineOrdinal":226,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":29,"bodyElapsedMs":0,"totalElapsedMs":29,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":331,"timelineOrdinal":227,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":332,"timelineOrdinal":228,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":333,"timelineOrdinal":229,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":24,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":334,"timelineOrdinal":230,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
